id,date,user,department,software,seats,amount
350,01-07-2022 00:56:12,Emily Sweeney,HR,Google,3,6.0
351,21-09-2022 07:05:03,Priya Koothrappali,Sales,Height,3,9.0
352,09-04-2023 21:16:25,Rostenkowski,Tech,Github,1,4.0
353,18-01-2023 02:24:55,Leslie Winkle,Tech,Figma,2,28.0
354,25-01-2023 18:06:50,Dr. V.M. Koothrappali,Marketting,Apple,2,40.0
355,29-11-2022 06:44:45,Amy Farrah Fowler,Tech,Fullstory,2,22.0
356,28-01-2023 13:08:39,Barry Kripke,Customer Success,Zapier,1,4.0
357,15-05-2022 14:05:41,Leslie Winkle,Tech,Teams,3,15.0
358,11-12-2022 00:12:37,Amy Farrah Fowler,Tech,Fullstory,1,11.0
359,26-01-2023 10:43:25,Sheldon Cooper,Tech,Slack,3,30.0
360,12-06-2022 20:33:31,Rostenkowski,Tech,Zoho Crm,1,18.0
361,18-03-2023 07:16:37,Barry Kripke,Customer Success,Teams,4,20.0
362,10-05-2022 15:41:14,Rostenkowski,Tech,Figma,5,70.0
363,26-01-2023 16:27:58,Denise,HR,Teams,3,15.0
364,27-02-2023 18:01:06,Leonard Hofstadter,Tech,Figma,1,14.0
365,18-01-2023 03:05:47,Dr. Beverly Hofstadter,Sales,Discord,3,3.0
366,21-08-2022 19:30:57,Amy Farrah Fowler,Tech,Figma,5,70.0
367,27-12-2022 05:35:50,Dr. Beverly Hofstadter,Sales,Zoho Crm,4,72.0
368,26-02-2023 12:02:04,Wil Wheaton,Marketting,Figma,3,42.0
369,25-07-2022 06:53:40,Sheldon Cooper,Tech,Notion,5,35.0
370,17-09-2022 22:06:43,Barry Kripke,Customer Success,Zoho Crm,5,90.0
371,11-12-2022 19:47:05,Emily Sweeney,HR,Circleci,4,36.0
372,26-12-2022 19:03:51,Priya Koothrappali,Sales,Outplay,3,36.0
373,25-01-2023 09:39:52,Bert Kibbler,Customer Success,Google,1,2.0
374,17-03-2023 16:02:04,Bert Kibbler,Customer Success,Zoho Crm,5,90.0
375,18-09-2022 16:30:39,Rostenkowski,Tech,Zapier,1,4.0
376,10-03-2023 16:31:45,Leonard Hofstadter,Tech,Circleci,2,18.0
377,20-12-2022 12:31:26,Sheldon Cooper,Tech,Figma,1,14.0
378,22-09-2022 15:33:35,Dr. V.M. Koothrappali,Marketting,Apple,2,40.0
379,14-02-2023 19:13:59,Wil Wheaton,Marketting,Apple,1,20.0
380,28-12-2022 09:59:47,Barry Kripke,Customer Success,Notion,2,14.0
381,07-10-2022 01:07:41,Amy Farrah Fowler,Tech,Slack,2,20.0
382,05-04-2023 04:13:46,Emily Sweeney,HR,Fullstory,1,11.0
383,21-08-2022 14:28:31,Barry Kripke,Customer Success,Figma,1,14.0
384,01-06-2022 17:36:19,Priya Koothrappali,Sales,Height,1,3.0
385,20-08-2022 08:55:51,Priya Koothrappali,Sales,Notion,1,7.0
386,24-12-2022 06:15:43,Leslie Winkle,Tech,Teams,2,10.0
387,22-05-2022 07:58:37,Emily Sweeney,HR,Figma,2,28.0
388,05-05-2023 05:31:44,Leonard Hofstadter,Tech,Teams,5,25.0
389,03-10-2022 11:23:27,Sheldon Cooper,Tech,Height,4,12.0
390,09-01-2023 18:35:29,Wil Wheaton,Marketting,Zapier,2,8.0
391,21-10-2022 10:03:53,Leslie Winkle,Tech,Notion,3,21.0
392,25-10-2022 15:28:46,Priya Koothrappali,Sales,Zoho Crm,4,72.0
393,21-09-2022 09:08:11,Dr. V.M. Koothrappali,Marketting,Figma,4,56.0
394,12-06-2022 13:22:04,Emily Sweeney,HR,Zoho Crm,4,72.0
395,13-03-2023 04:27:59,Leslie Winkle,Tech,Discord,3,3.0
396,29-10-2022 04:19:50,Emily Sweeney,HR,Appolo,3,51.0
397,16-02-2023 09:05:27,Dr. V.M. Koothrappali,Marketting,Appolo,3,51.0
398,07-07-2022 00:40:48,Amy Farrah Fowler,Tech,Zoho Crm,2,36.0
399,28-04-2023 02:34:35,Priya Koothrappali,Sales,Circleci,4,36.0
400,27-05-2022 18:51:50,Bert Kibbler,Customer Success,Teams,2,10.0
401,25-12-2022 23:07:48,Dr. Beverly Hofstadter,Sales,Circleci,1,9.0
402,28-05-2022 10:19:40,Leslie Winkle,Tech,Discord,1,1.0
403,24-01-2023 17:11:07,Priya Koothrappali,Sales,Sentry,2,10.0
404,27-07-2022 12:43:34,Emily Sweeney,HR,Appolo,5,85.0
405,12-11-2022 05:05:23,Rostenkowski,Tech,Apple,1,20.0
406,17-06-2022 03:20:01,Denise,HR,Height,2,6.0
407,19-12-2022 19:22:23,Dr. Beverly Hofstadter,Sales,Github,1,4.0
408,22-09-2022 00:55:10,Leonard Hofstadter,Tech,Outplay,5,60.0
409,01-09-2022 16:37:20,Denise,HR,Slack,5,50.0
410,27-02-2023 10:01:57,Leonard Hofstadter,Tech,Outplay,4,48.0
411,02-01-2023 01:38:25,Leonard Hofstadter,Tech,Github,1,4.0
412,05-03-2023 12:02:20,Wil Wheaton,Marketting,Circleci,3,27.0
413,16-08-2022 22:59:09,Amy Farrah Fowler,Tech,Slack,3,30.0
414,03-02-2023 20:26:20,Denise,HR,Fullstory,4,44.0
415,30-09-2022 10:50:27,Dr. Beverly Hofstadter,Sales,Teams,3,15.0
416,27-07-2022 10:39:57,Dr. V.M. Koothrappali,Marketting,Circleci,2,18.0
417,10-12-2022 09:26:07,Leonard Hofstadter,Tech,Discord,2,2.0
418,17-02-2023 13:03:26,Sheldon Cooper,Tech,Zoho Crm,2,36.0
419,14-05-2022 14:17:59,Barry Kripke,Customer Success,Zoho Crm,1,18.0
420,29-03-2023 22:17:30,Emily Sweeney,HR,Outplay,3,36.0
421,15-01-2023 09:30:41,Dr. V.M. Koothrappali,Marketting,Zapier,2,8.0
422,05-05-2023 09:27:06,Wil Wheaton,Marketting,Outplay,2,24.0
423,19-12-2022 18:31:55,Sheldon Cooper,Tech,Zapier,5,20.0
424,24-10-2022 15:07:20,Amy Farrah Fowler,Tech,Zoho Crm,3,54.0
425,15-04-2023 06:43:11,Wil Wheaton,Marketting,Appolo,1,17.0
426,30-01-2023 14:42:48,Emily Sweeney,HR,Fullstory,2,22.0
427,13-10-2022 05:01:41,Leonard Hofstadter,Tech,Teams,1,5.0
428,02-06-2022 08:15:14,Emily Sweeney,HR,Zapier,1,4.0
429,24-07-2022 05:48:59,Emily Sweeney,HR,Height,3,9.0
430,03-04-2023 00:00:11,Barry Kripke,Customer Success,Teams,3,15.0
431,17-02-2023 16:03:17,Barry Kripke,Customer Success,Zoho Crm,3,54.0
432,30-07-2022 16:06:53,Priya Koothrappali,Sales,Google,4,8.0
433,01-09-2022 08:47:05,Denise,HR,Outplay,4,48.0
434,28-07-2022 00:32:57,Denise,HR,Notion,4,28.0
435,04-10-2022 20:14:43,Emily Sweeney,HR,Height,1,3.0
436,12-04-2023 14:52:17,Amy Farrah Fowler,Tech,Circleci,3,27.0
437,22-06-2022 13:45:29,Dr. V.M. Koothrappali,Marketting,Notion,1,7.0
438,08-06-2022 16:43:29,Barry Kripke,Customer Success,Outplay,4,48.0
439,27-03-2023 15:00:15,Denise,HR,Fullstory,5,55.0
440,01-12-2022 01:37:49,Barry Kripke,Customer Success,Apple,5,100.0
441,31-03-2023 02:35:03,Leslie Winkle,Tech,Notion,1,7.0
442,31-12-2022 22:01:47,Leslie Winkle,Tech,Figma,2,28.0
443,26-05-2022 04:32:21,Sheldon Cooper,Tech,Height,3,9.0
444,24-06-2022 01:47:02,Bert Kibbler,Customer Success,Zapier,3,12.0
445,13-03-2023 17:06:45,Wil Wheaton,Marketting,Fullstory,5,55.0
446,06-10-2022 08:35:56,Amy Farrah Fowler,Tech,Sentry,2,10.0
447,09-07-2022 05:33:59,Denise,HR,Height,4,12.0
448,07-07-2022 08:16:29,Leslie Winkle,Tech,Github,4,16.0
449,26-05-2022 05:34:03,Barry Kripke,Customer Success,Github,5,20.0
450,12-04-2023 00:44:11,Dr. V.M. Koothrappali,Marketting,Circleci,4,36.0
451,23-06-2022 06:40:41,Wil Wheaton,Marketting,Sentry,4,20.0
452,29-11-2022 11:48:54,Dr. V.M. Koothrappali,Marketting,Slack,4,40.0
453,01-11-2022 15:34:09,Emily Sweeney,HR,Sentry,2,10.0
454,06-03-2023 10:58:05,Dr. V.M. Koothrappali,Marketting,Zapier,3,12.0
455,12-04-2023 18:25:56,Leslie Winkle,Tech,Discord,4,4.0
456,08-09-2022 23:10:53,Emily Sweeney,HR,Notion,4,28.0
457,28-10-2022 13:51:02,Dr. V.M. Koothrappali,Marketting,Circleci,3,27.0
458,18-03-2023 23:41:10,Dr. Beverly Hofstadter,Sales,Outplay,1,12.0
459,12-12-2022 20:41:19,Emily Sweeney,HR,Fullstory,2,22.0
460,22-09-2022 02:31:03,Rostenkowski,Tech,Figma,3,42.0
461,14-10-2022 11:31:25,Sheldon Cooper,Tech,Discord,4,4.0
462,14-07-2022 20:03:22,Leonard Hofstadter,Tech,Zapier,2,8.0
463,06-08-2022 23:56:47,Amy Farrah Fowler,Tech,Outplay,4,48.0
464,18-09-2022 17:36:28,Leslie Winkle,Tech,Outplay,4,48.0
465,02-10-2022 01:46:55,Leonard Hofstadter,Tech,Notion,3,21.0
466,21-08-2022 20:16:11,Dr. V.M. Koothrappali,Marketting,Discord,1,1.0
467,22-02-2023 18:52:13,Dr. V.M. Koothrappali,Marketting,Slack,1,10.0
468,21-10-2022 13:08:32,Dr. Beverly Hofstadter,Sales,Github,2,8.0
469,24-10-2022 09:48:57,Rostenkowski,Tech,Height,2,6.0
470,04-07-2022 21:30:34,Priya Koothrappali,Sales,Apple,5,100.0
471,20-01-2023 23:59:35,Dr. V.M. Koothrappali,Marketting,Slack,1,10.0
472,07-02-2023 00:04:09,Dr. V.M. Koothrappali,Marketting,Outplay,3,36.0
473,25-01-2023 18:04:41,Priya Koothrappali,Sales,Discord,3,3.0
474,04-10-2022 11:33:15,Wil Wheaton,Marketting,Github,1,4.0
475,10-03-2023 14:21:18,Bert Kibbler,Customer Success,Notion,1,7.0
476,10-12-2022 05:39:32,Emily Sweeney,HR,Zapier,4,16.0
477,03-06-2022 10:59:43,Amy Farrah Fowler,Tech,Appolo,4,68.0
478,20-06-2022 06:37:22,Leonard Hofstadter,Tech,Sentry,2,10.0
479,28-11-2022 17:50:26,Priya Koothrappali,Sales,Height,4,12.0
480,28-10-2022 09:36:59,Dr. V.M. Koothrappali,Marketting,Appolo,4,68.0
481,15-04-2023 22:00:34,Priya Koothrappali,Sales,Appolo,2,34.0
482,07-02-2023 01:00:55,Dr. Beverly Hofstadter,Sales,Notion,3,21.0
483,25-03-2023 03:34:40,Priya Koothrappali,Sales,Figma,4,56.0
484,08-04-2023 11:17:27,Bert Kibbler,Customer Success,Apple,1,20.0
485,28-02-2023 09:39:43,Bert Kibbler,Customer Success,Sentry,3,15.0
486,25-03-2023 17:59:38,Denise,HR,Slack,4,40.0
487,07-05-2023 13:37:19,Leonard Hofstadter,Tech,Circleci,3,27.0
488,23-01-2023 15:50:05,Leslie Winkle,Tech,Notion,2,14.0
489,11-12-2022 20:16:35,Leonard Hofstadter,Tech,Fullstory,3,33.0
490,02-04-2023 01:58:55,Leslie Winkle,Tech,Zapier,2,8.0
491,27-11-2022 03:46:22,Wil Wheaton,Marketting,Height,2,6.0
492,07-04-2023 12:01:08,Sheldon Cooper,Tech,Discord,4,4.0
493,22-01-2023 23:22:25,Dr. Beverly Hofstadter,Sales,Apple,5,100.0
494,03-05-2023 19:51:40,Bert Kibbler,Customer Success,Github,4,16.0
495,31-01-2023 06:15:20,Sheldon Cooper,Tech,Figma,2,28.0
496,01-08-2022 18:17:55,Barry Kripke,Customer Success,Notion,3,21.0
497,27-12-2022 16:25:42,Leonard Hofstadter,Tech,Discord,4,4.0
498,16-01-2023 01:00:56,Sheldon Cooper,Tech,Circleci,3,27.0
499,03-11-2022 17:54:47,Priya Koothrappali,Sales,Github,1,4.0
500,07-03-2023 02:18:13,Dr. V.M. Koothrappali,Marketting,Discord,2,2.0
501,30-12-2022 11:38:47,Wil Wheaton,Marketting,Google,2,4.0
502,12-05-2022 07:27:16,Leslie Winkle,Tech,Appolo,3,51.0
503,03-07-2022 16:09:15,Bert Kibbler,Customer Success,Fullstory,5,55.0
504,11-11-2022 20:20:27,Emily Sweeney,HR,Github,4,16.0
505,06-03-2023 06:24:31,Leslie Winkle,Tech,Github,3,12.0
506,19-04-2023 08:23:54,Leonard Hofstadter,Tech,Fullstory,2,22.0
507,25-06-2022 00:14:41,Denise,HR,Zapier,5,20.0
508,06-04-2023 15:52:14,Leonard Hofstadter,Tech,Notion,3,21.0
509,19-04-2023 08:32:10,Emily Sweeney,HR,Teams,4,20.0
510,08-07-2022 23:11:51,Leonard Hofstadter,Tech,Github,2,8.0
511,29-06-2022 02:01:26,Dr. V.M. Koothrappali,Marketting,Circleci,4,36.0
512,30-09-2022 20:42:48,Amy Farrah Fowler,Tech,Zoho Crm,2,36.0
513,01-05-2023 22:49:52,Emily Sweeney,HR,Github,2,8.0
514,19-11-2022 21:47:31,Leslie Winkle,Tech,Google,1,2.0
515,02-04-2023 11:29:47,Leonard Hofstadter,Tech,Sentry,2,10.0
516,01-10-2022 19:44:36,Bert Kibbler,Customer Success,Apple,4,80.0
517,19-05-2022 20:12:23,Bert Kibbler,Customer Success,Figma,5,70.0
518,27-05-2022 12:03:38,Wil Wheaton,Marketting,Sentry,2,10.0
519,24-09-2022 03:17:29,Amy Farrah Fowler,Tech,Notion,5,35.0
520,02-03-2023 07:40:40,Sheldon Cooper,Tech,Fullstory,1,11.0
521,06-06-2022 13:34:33,Denise,HR,Height,5,15.0
522,22-01-2023 14:57:17,Priya Koothrappali,Sales,Outplay,3,36.0
523,26-07-2022 17:13:19,Leslie Winkle,Tech,Google,5,10.0
524,15-07-2022 10:22:24,Leslie Winkle,Tech,Circleci,4,36.0
525,20-05-2022 11:49:45,Sheldon Cooper,Tech,Circleci,2,18.0
526,24-11-2022 08:01:20,Barry Kripke,Customer Success,Figma,3,42.0
527,24-02-2023 06:47:33,Amy Farrah Fowler,Tech,Teams,2,10.0
528,25-08-2022 01:19:27,Barry Kripke,Customer Success,Github,3,12.0
529,04-06-2022 02:43:25,Rostenkowski,Tech,Slack,2,20.0
530,03-06-2022 15:58:33,Leonard Hofstadter,Tech,Sentry,4,20.0
531,21-10-2022 18:16:56,Wil Wheaton,Marketting,Discord,4,4.0
532,19-09-2022 13:17:29,Leonard Hofstadter,Tech,Sentry,3,15.0
533,31-07-2022 09:41:50,Amy Farrah Fowler,Tech,Fullstory,4,44.0
534,04-06-2022 23:41:32,Sheldon Cooper,Tech,Appolo,3,51.0
535,22-11-2022 13:36:30,Priya Koothrappali,Sales,Google,4,8.0
536,18-09-2022 09:06:35,Leonard Hofstadter,Tech,Outplay,5,60.0
537,31-10-2022 16:04:20,Barry Kripke,Customer Success,Github,2,8.0
538,22-06-2022 15:48:21,Dr. V.M. Koothrappali,Marketting,Discord,4,4.0
539,28-06-2022 19:40:42,Dr. Beverly Hofstadter,Sales,Height,4,12.0
540,22-05-2022 08:29:49,Priya Koothrappali,Sales,Github,3,12.0
541,04-07-2022 23:42:27,Amy Farrah Fowler,Tech,Fullstory,3,33.0
542,16-06-2022 04:31:36,Priya Koothrappali,Sales,Zoho Crm,3,54.0
543,12-10-2022 07:48:36,Rostenkowski,Tech,Sentry,5,25.0
544,18-07-2022 00:38:45,Sheldon Cooper,Tech,Zapier,2,8.0
545,06-06-2022 18:40:40,Leonard Hofstadter,Tech,Notion,4,28.0
546,24-12-2022 14:56:28,Emily Sweeney,HR,Sentry,5,25.0
547,05-10-2022 19:37:12,Dr. Beverly Hofstadter,Sales,Circleci,5,45.0
548,02-05-2023 10:27:18,Barry Kripke,Customer Success,Google,1,2.0
549,20-05-2022 21:07:37,Dr. Beverly Hofstadter,Sales,Circleci,5,45.0
550,17-08-2022 11:34:57,Rostenkowski,Tech,Notion,3,21.0
551,05-06-2022 06:49:35,Bert Kibbler,Customer Success,Sentry,1,5.0
552,04-11-2022 12:08:18,Emily Sweeney,HR,Github,1,4.0
553,30-11-2022 09:08:20,Emily Sweeney,HR,Fullstory,4,44.0
554,15-09-2022 08:36:45,Wil Wheaton,Marketting,Notion,5,35.0
555,27-11-2022 03:16:05,Dr. V.M. Koothrappali,Marketting,Apple,3,60.0
556,28-05-2022 12:13:10,Bert Kibbler,Customer Success,Outplay,4,48.0
557,24-05-2022 03:49:40,Amy Farrah Fowler,Tech,Google,3,6.0
558,19-01-2023 23:39:26,Emily Sweeney,HR,Figma,4,56.0
559,21-07-2022 06:40:01,Rostenkowski,Tech,Zapier,2,8.0
560,07-10-2022 22:22:41,Barry Kripke,Customer Success,Appolo,3,51.0
561,23-11-2022 05:08:12,Sheldon Cooper,Tech,Google,1,2.0
562,18-06-2022 22:16:38,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72.0
563,18-03-2023 21:33:36,Sheldon Cooper,Tech,Github,2,8.0
564,16-04-2023 00:23:23,Amy Farrah Fowler,Tech,Notion,2,14.0
565,27-09-2022 03:27:36,Rostenkowski,Tech,Slack,3,30.0
566,29-08-2022 12:46:13,Wil Wheaton,Marketting,Height,3,9.0
567,22-10-2022 16:51:38,Barry Kripke,Customer Success,Notion,2,14.0
568,31-03-2023 22:12:48,Wil Wheaton,Marketting,Teams,1,5.0
569,28-06-2022 16:55:35,Dr. Beverly Hofstadter,Sales,Appolo,1,17.0
570,18-09-2022 12:23:25,Sheldon Cooper,Tech,Apple,4,80.0
571,06-08-2022 17:47:46,Priya Koothrappali,Sales,Notion,5,35.0
572,23-06-2022 02:06:32,Dr. V.M. Koothrappali,Marketting,Appolo,4,68.0
573,02-12-2022 13:24:00,Bert Kibbler,Customer Success,Sentry,4,20.0
574,31-05-2022 06:08:21,Bert Kibbler,Customer Success,Slack,5,50.0
575,31-05-2022 20:21:22,Leonard Hofstadter,Tech,Fullstory,4,44.0
576,23-07-2022 19:25:39,Dr. Beverly Hofstadter,Sales,Google,5,10.0
577,16-05-2022 16:25:10,Priya Koothrappali,Sales,Height,5,15.0
578,01-01-2023 19:38:10,Denise,HR,Apple,1,20.0
579,05-08-2022 04:08:10,Wil Wheaton,Marketting,Sentry,5,25.0
580,31-05-2022 22:36:33,Denise,HR,Google,3,6.0
581,07-05-2023 20:48:48,Emily Sweeney,HR,Github,2,8.0
582,14-04-2023 17:50:47,Dr. V.M. Koothrappali,Marketting,Slack,2,20.0
583,18-05-2022 10:40:32,Dr. Beverly Hofstadter,Sales,Teams,2,10.0
584,05-06-2022 22:01:18,Denise,HR,Apple,4,80.0
585,28-03-2023 02:55:14,Amy Farrah Fowler,Tech,Height,2,6.0
586,15-07-2022 20:16:26,Rostenkowski,Tech,Github,5,20.0
587,24-02-2023 13:20:45,Leonard Hofstadter,Tech,Slack,1,10.0
588,01-06-2022 08:27:47,Emily Sweeney,HR,Sentry,2,10.0
589,14-07-2022 12:58:20,Sheldon Cooper,Tech,Figma,3,42.0
590,22-02-2023 23:59:20,Sheldon Cooper,Tech,Teams,1,5.0
591,18-12-2022 05:37:39,Sheldon Cooper,Tech,Circleci,4,36.0
592,07-12-2022 08:31:34,Priya Koothrappali,Sales,Github,5,20.0
593,28-09-2022 05:50:06,Dr. Beverly Hofstadter,Sales,Google,2,4.0
594,26-01-2023 18:10:01,Leslie Winkle,Tech,Discord,5,5.0
595,30-07-2022 21:06:26,Priya Koothrappali,Sales,Fullstory,3,33.0
596,28-10-2022 01:12:58,Bert Kibbler,Customer Success,Zapier,1,4.0
597,27-09-2022 18:43:09,Bert Kibbler,Customer Success,Github,5,20.0
598,03-05-2023 11:55:03,Amy Farrah Fowler,Tech,Sentry,4,20.0
599,24-04-2023 07:34:43,Leonard Hofstadter,Tech,Teams,3,15.0
600,05-07-2022 13:37:31,Wil Wheaton,Marketting,Google,5,10.0
601,21-08-2022 00:04:16,Sheldon Cooper,Tech,Circleci,2,18.0
602,17-11-2022 00:51:57,Priya Koothrappali,Sales,Google,4,8.0
603,22-03-2023 21:41:15,Leslie Winkle,Tech,Sentry,5,25.0
604,16-01-2023 21:54:23,Barry Kripke,Customer Success,Figma,4,56.0
605,04-04-2023 12:47:07,Dr. Beverly Hofstadter,Sales,Figma,1,14.0
606,08-12-2022 19:40:33,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
607,11-03-2023 09:21:11,Wil Wheaton,Marketting,Outplay,2,24.0
608,25-02-2023 05:23:13,Bert Kibbler,Customer Success,Outplay,2,24.0
609,24-08-2022 05:35:19,Wil Wheaton,Marketting,Circleci,5,45.0
610,01-04-2023 18:13:48,Wil Wheaton,Marketting,Sentry,3,15.0
611,09-03-2023 18:21:17,Rostenkowski,Tech,Figma,2,28.0
612,31-05-2022 11:59:01,Dr. V.M. Koothrappali,Marketting,Teams,4,20.0
613,14-10-2022 20:07:33,Denise,HR,Outplay,1,12.0
614,02-11-2022 05:43:18,Amy Farrah Fowler,Tech,Appolo,4,68.0
615,14-10-2022 16:28:47,Leonard Hofstadter,Tech,Slack,5,50.0
616,31-07-2022 02:51:44,Sheldon Cooper,Tech,Slack,3,30.0
617,19-07-2022 00:34:15,Amy Farrah Fowler,Tech,Notion,1,7.0
618,18-12-2022 03:34:34,Emily Sweeney,HR,Fullstory,5,55.0
619,09-06-2022 18:57:42,Sheldon Cooper,Tech,Notion,5,35.0
620,09-11-2022 04:40:15,Emily Sweeney,HR,Zapier,3,12.0
621,31-07-2022 01:59:19,Rostenkowski,Tech,Height,5,15.0
622,07-07-2022 18:24:44,Bert Kibbler,Customer Success,Sentry,1,5.0
623,30-10-2022 10:05:02,Amy Farrah Fowler,Tech,Figma,5,70.0
624,21-11-2022 10:26:11,Sheldon Cooper,Tech,Zoho Crm,4,72.0
625,21-04-2023 22:09:41,Emily Sweeney,HR,Fullstory,4,44.0
626,15-01-2023 04:00:01,Emily Sweeney,HR,Discord,2,2.0
627,08-08-2022 00:33:19,Rostenkowski,Tech,Figma,5,70.0
628,30-09-2022 19:54:37,Dr. V.M. Koothrappali,Marketting,Teams,5,25.0
629,19-06-2022 14:50:53,Amy Farrah Fowler,Tech,Fullstory,3,33.0
630,17-04-2023 16:14:22,Amy Farrah Fowler,Tech,Circleci,1,9.0
631,13-01-2023 22:10:57,Dr. V.M. Koothrappali,Marketting,Zapier,2,8.0
632,05-03-2023 17:09:08,Emily Sweeney,HR,Discord,4,4.0
633,03-11-2022 18:07:54,Amy Farrah Fowler,Tech,Fullstory,4,44.0
634,02-03-2023 23:08:27,Dr. Beverly Hofstadter,Sales,Slack,3,30.0
635,28-05-2022 03:07:44,Rostenkowski,Tech,Appolo,4,68.0
636,19-06-2022 23:27:23,Leonard Hofstadter,Tech,Slack,3,30.0
637,15-06-2022 13:25:43,Amy Farrah Fowler,Tech,Notion,1,7.0
638,20-06-2022 05:25:03,Denise,HR,Github,3,12.0
639,25-01-2023 18:03:07,Denise,HR,Zapier,3,12.0
640,18-07-2022 03:49:13,Emily Sweeney,HR,Zapier,3,12.0
641,19-06-2022 15:17:08,Amy Farrah Fowler,Tech,Discord,1,1.0
642,11-08-2022 00:01:57,Leslie Winkle,Tech,Github,3,12.0
643,12-03-2023 11:15:06,Wil Wheaton,Marketting,Circleci,5,45.0
644,22-07-2022 18:31:28,Rostenkowski,Tech,Google,4,8.0
645,17-03-2023 12:29:17,Dr. V.M. Koothrappali,Marketting,Appolo,2,34.0
646,11-12-2022 16:39:30,Priya Koothrappali,Sales,Slack,4,40.0
647,15-12-2022 05:24:57,Emily Sweeney,HR,Apple,4,80.0
648,23-05-2022 23:34:24,Dr. V.M. Koothrappali,Marketting,Notion,4,28.0
649,19-02-2023 12:25:44,Leonard Hofstadter,Tech,Fullstory,2,22.0
650,01-07-2022 12:12:41,Barry Kripke,Customer Success,Appolo,5,85.0
651,04-07-2022 10:16:47,Leonard Hofstadter,Tech,Sentry,5,25.0
652,19-01-2023 12:40:27,Wil Wheaton,Marketting,Google,3,6.0
653,20-05-2022 02:59:35,Rostenkowski,Tech,Discord,5,5.0
654,22-02-2023 06:41:49,Emily Sweeney,HR,Apple,2,40.0
655,21-10-2022 07:29:24,Dr. Beverly Hofstadter,Sales,Zoho Crm,2,36.0
656,29-12-2022 06:04:48,Amy Farrah Fowler,Tech,Notion,2,14.0
657,27-12-2022 19:22:18,Leslie Winkle,Tech,Teams,2,10.0
658,01-01-2023 14:08:33,Leslie Winkle,Tech,Apple,3,60.0
659,16-07-2022 18:39:19,Dr. Beverly Hofstadter,Sales,Sentry,1,5.0
660,17-11-2022 03:10:07,Amy Farrah Fowler,Tech,Zapier,3,12.0
661,21-04-2023 06:47:41,Emily Sweeney,HR,Google,2,4.0
662,05-02-2023 09:22:03,Priya Koothrappali,Sales,Discord,1,1.0
663,08-08-2022 00:24:56,Bert Kibbler,Customer Success,Height,3,9.0
664,30-05-2022 22:23:00,Priya Koothrappali,Sales,Google,2,4.0
665,25-01-2023 08:58:33,Bert Kibbler,Customer Success,Zoho Crm,2,36.0
666,05-07-2022 22:16:55,Rostenkowski,Tech,Google,3,6.0
667,10-12-2022 09:20:03,Emily Sweeney,HR,Fullstory,2,22.0
668,24-09-2022 13:41:57,Sheldon Cooper,Tech,Zapier,5,20.0
669,11-01-2023 00:37:00,Wil Wheaton,Marketting,Zoho Crm,2,36.0
670,23-06-2022 20:52:02,Emily Sweeney,HR,Zoho Crm,2,36.0
671,05-04-2023 23:47:20,Dr. Beverly Hofstadter,Sales,Teams,4,20.0
672,28-12-2022 09:11:51,Rostenkowski,Tech,Discord,3,3.0
673,26-05-2022 14:33:35,Amy Farrah Fowler,Tech,Teams,5,25.0
674,13-10-2022 15:52:51,Dr. V.M. Koothrappali,Marketting,Appolo,2,34.0
675,03-02-2023 19:03:31,Barry Kripke,Customer Success,Google,3,6.0
676,10-11-2022 16:15:05,Barry Kripke,Customer Success,Appolo,5,85.0
677,24-12-2022 22:58:58,Sheldon Cooper,Tech,Sentry,4,20.0
678,18-01-2023 00:14:59,Leslie Winkle,Tech,Appolo,4,68.0
679,24-05-2022 06:00:26,Bert Kibbler,Customer Success,Appolo,5,85.0
680,15-04-2023 09:19:07,Dr. V.M. Koothrappali,Marketting,Github,2,8.0
681,18-05-2022 16:29:03,Amy Farrah Fowler,Tech,Outplay,1,12.0
682,14-05-2022 03:37:09,Emily Sweeney,HR,Zapier,1,4.0
683,24-10-2022 12:59:39,Rostenkowski,Tech,Discord,3,3.0
684,17-05-2022 08:04:12,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72.0
685,01-03-2023 08:06:16,Leonard Hofstadter,Tech,Height,2,6.0
686,14-01-2023 00:11:39,Rostenkowski,Tech,Height,2,6.0
687,12-03-2023 20:31:38,Dr. V.M. Koothrappali,Marketting,Outplay,4,48.0
688,19-06-2022 16:49:32,Dr. V.M. Koothrappali,Marketting,Height,5,15.0
689,26-09-2022 00:00:00,Barry Kripke,Customer Success,Figma,4,56.0
690,18-02-2023 14:27:14,Leonard Hofstadter,Tech,Github,3,12.0
691,09-04-2023 22:53:59,Leonard Hofstadter,Tech,Slack,2,20.0
692,02-01-2023 09:42:58,Leonard Hofstadter,Tech,Slack,3,30.0
693,24-01-2023 20:21:50,Dr. Beverly Hofstadter,Sales,Notion,3,21.0
694,16-08-2022 03:44:02,Amy Farrah Fowler,Tech,Height,1,3.0
695,10-02-2023 22:46:57,Amy Farrah Fowler,Tech,Apple,2,40.0
696,11-04-2023 03:27:33,Leonard Hofstadter,Tech,Zapier,1,4.0
697,18-11-2022 09:32:13,Leslie Winkle,Tech,Zapier,3,12.0
698,24-02-2023 07:51:14,Leslie Winkle,Tech,Figma,1,14.0
